race_code,captured_at_jst,deadline_jst,minutes_before_deadline,source_acquired_at,source_commit,frozen_model_commit,snapshot_sha256
202609101709,2026-09-10T14:29:09.435191+09:00,2026-09-10T14:37:00+09:00,7.843,2026-09-10T14:28:23.073345+09:00,f3790f312e384653f3ee1bd50a25dc9af3eb1437,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,ac313576a85cd1c5f1582e5d518f36e3251d0dc2ac8dccbde43a80b15969dc09
