race_code,captured_at_jst,deadline_jst,minutes_before_deadline,source_acquired_at,source_commit,frozen_model_commit,snapshot_sha256
202609231110,2026-09-23T15:05:23.991562+09:00,2026-09-23T15:10:00+09:00,4.600,2026-09-23T15:00:46.397421+09:00,29a43fd6b99f20dd7feacd5f5c1941b05aa6c2a2,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,a7c245a605d6546e2a435f3c527aacf2b449074fe526b1d5d7aef9e8ace1f348
202609232208,2026-09-23T15:05:23.991562+09:00,2026-09-23T15:14:00+09:00,8.600,2026-09-23T15:04:24.285569+09:00,29a43fd6b99f20dd7feacd5f5c1941b05aa6c2a2,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,502a9c15365f6fdf99b1c01fd2b98901f88303789fb227b1703a01e50fb45bd8
