race_code,captured_at_jst,deadline_jst,minutes_before_deadline,source_acquired_at,source_commit,frozen_model_commit,snapshot_sha256
202609221101,2026-09-22T10:27:59.792529+09:00,2026-09-22T10:32:00+09:00,4.003,2026-09-22T10:22:27.651715+09:00,e483073e5d7ffa9075d9abbf831f8ba1914858be,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,82dcb3192b600d3bb9ed216ccc89f9301674636d9b1832c8aa12a6e1efff9d1a
