race_code,captured_at_jst,deadline_jst,minutes_before_deadline,source_acquired_at,source_commit,frozen_model_commit,snapshot_sha256
202609122104,2026-09-12T09:55:56.841259+09:00,2026-09-12T10:02:00+09:00,6.053,2026-09-12T09:52:23.584926+09:00,8f5f5a4d92c138f3a14a9dce1d28912121cc64ed,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,3e0378c920d5854c8a8beed006ed48ad319db357b8f44d19f03657238e01410e
202609120909,2026-09-12T14:28:07.251443+09:00,2026-09-12T14:36:00+09:00,7.879,2026-09-12T14:26:21.785103+09:00,3a6187804f1eca7539eda06f44f4fb5c4d1d3834,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,19a627482abadf72884a310c2aabf3853968c405a59b912c8d166aecd978c498
