race_code,captured_at_jst,deadline_jst,minutes_before_deadline,source_acquired_at,source_commit,frozen_model_commit,snapshot_sha256
202609031804,2026-09-03T09:58:58.418577+09:00,2026-09-03T10:05:00+09:00,6.026,2026-09-03T09:56:26.452043+09:00,c74b4e237e17d4ef3ad7eba126cfc33959b4ba92,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,9204db5f9fa7a45ac055bb11c903fa18959b75c5fdb5c28db268982e94edf42c
