race_code,captured_at_jst,deadline_jst,minutes_before_deadline,source_acquired_at,source_commit,frozen_model_commit,snapshot_sha256
202609010610,2026-09-01T15:47:27.306809+09:00,2026-09-01T15:55:00+09:00,7.545,2026-09-01T15:46:22.498334+09:00,1781d257003aaffcb1fdd83376539b50a516720c,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,31143c6882fba33c551d41a3deb67d8d98edbec9665db9aea4af55da2a5ee06a
202609011902,2026-09-01T15:47:27.306809+09:00,2026-09-01T15:53:00+09:00,5.545,2026-09-01T15:44:25.012682+09:00,1781d257003aaffcb1fdd83376539b50a516720c,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,4a9a522b70891c3cc0bbe317b4a40f387073550b02eea7f5e686f5c8cadc5621
