race_code,captured_at_jst,deadline_jst,minutes_before_deadline,source_acquired_at,source_commit,frozen_model_commit,snapshot_sha256
202609090509,2026-09-09T14:56:30.297880+09:00,2026-09-09T15:04:00+09:00,7.495,2026-09-09T14:54:23.954927+09:00,b36070b476edcf32411fc5c56652cf2ea365aa2c,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,25f01a10eb72ddde73cf5dfca0a89739661589bf3e2ff765cdb2edac51314d60
