race_code,captured_at_jst,deadline_jst,minutes_before_deadline,source_acquired_at,source_commit,frozen_model_commit,snapshot_sha256
202609070308,2026-09-07T14:16:37.120757+09:00,2026-09-07T14:24:00+09:00,7.381,2026-09-07T14:14:23.858429+09:00,eb0c19ce796b72175073f928e5ddc5f68b7df8fb,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,5ec62b529960c72a2c47be21af3fd6d3fe5a42b3d3d7c4dcfacdc60291c3a8a2
202609070408,2026-09-07T14:16:37.120757+09:00,2026-09-07T14:24:00+09:00,7.381,2026-09-07T14:14:23.858429+09:00,eb0c19ce796b72175073f928e5ddc5f68b7df8fb,92b4694f05ba3a99f3b77ec5492a136f6ae962f5,f5553d8994eedafbe9ce9d4b8bfc975c602ef18fc3461f609ea67d98d5d8117f
